date,obs,synth,gaps,upper,lower,method,n,outcome,treated,CT
2018-04-15,102.18,100.57214697087937,1.6078530291206334,NA,NA,iid,96,NRG,PT,TRUE
2018-05-15,104.27,102.38326946439956,1.8867305356004351,NA,NA,iid,96,NRG,PT,TRUE
2018-06-15,105,103.67318648530254,1.326813514697463,NA,NA,iid,96,NRG,PT,TRUE
2018-07-15,104.71,103.12470501720283,1.5852949827971656,NA,NA,iid,96,NRG,PT,TRUE
2018-08-15,105.08,103.22991167418446,1.850088325815534,NA,NA,iid,96,NRG,PT,TRUE
2018-09-15,105.59,104.00554895548615,1.5844510445138553,NA,NA,iid,96,NRG,PT,TRUE
2018-10-15,106.45,104.884031752379,1.5659682476210008,NA,NA,iid,96,NRG,PT,TRUE
2018-11-15,105.15,103.45759750213767,1.6924024978623322,NA,NA,iid,96,NRG,PT,TRUE
2018-12-15,101.97,100.50324182621804,1.4667581737819546,NA,NA,iid,96,NRG,PT,TRUE
2019-01-15,100.09,100.15010168385793,-0.060101683857922694,NA,NA,iid,96,NRG,PT,TRUE
2019-02-15,100.92,101.66056125136885,-0.7405612513688453,NA,NA,iid,96,NRG,PT,TRUE
2019-03-15,102.22,102.89655078055455,-0.6765507805545496,NA,NA,iid,96,NRG,PT,TRUE
2019-04-15,103.27,104.48359819677484,-1.2135981967748393,NA,NA,iid,96,NRG,PT,TRUE
2019-05-15,104.33,105.18332375787769,-0.8533237578776891,NA,NA,iid,96,NRG,PT,TRUE
2019-06-15,102.3,103.92833592024509,-1.6283359202450924,NA,NA,iid,96,NRG,PT,TRUE
2019-07-15,102.24,103.58375851619121,-1.3437585161912153,NA,NA,iid,96,NRG,PT,TRUE
2019-08-15,101.82,103.18931362475985,-1.3693136247598545,NA,NA,iid,96,NRG,PT,TRUE
2019-09-15,101.99,102.89069788932873,-0.9006978893287396,NA,NA,iid,96,NRG,PT,TRUE
2019-10-15,102.12,103.54557293082547,-1.4255729308254672,NA,NA,iid,96,NRG,PT,TRUE
2019-11-15,102.18,103.46041262705045,-1.2804126270504383,NA,NA,iid,96,NRG,PT,TRUE
2019-12-15,102.47,103.83346343878685,-1.3634634387868516,NA,NA,iid,96,NRG,PT,TRUE
2020-01-15,103.96,104.70280952296349,-0.7428095229634977,NA,NA,iid,96,NRG,PT,TRUE
2020-02-15,102.49,102.2595377711287,0.2304622288712892,NA,NA,iid,96,NRG,PT,TRUE
2020-03-15,98.9,98.40592231211134,0.49407768788866235,NA,NA,iid,96,NRG,PT,TRUE
2020-04-15,92.42,93.00686204680743,-0.5868620468074255,NA,NA,iid,96,NRG,PT,TRUE
2020-05-15,91.68,92.66343647376671,-0.9834364737667016,NA,NA,iid,96,NRG,PT,TRUE
2020-06-15,93.66,95.7741751384781,-2.114175138478103,NA,NA,iid,96,NRG,PT,TRUE
2020-07-15,95.32,97.280723612483,-1.960723612483008,NA,NA,iid,96,NRG,PT,TRUE
2020-08-15,95.32,96.99817590930941,-1.6781759093094166,NA,NA,iid,96,NRG,PT,TRUE
2020-09-15,94.82,96.37095301433914,-1.550953014339143,NA,NA,iid,96,NRG,PT,TRUE
2020-10-15,94.46,96.54876669172239,-2.088766691722398,NA,NA,iid,96,NRG,PT,TRUE
2020-11-15,94.5,95.92858836286914,-1.4285883628691352,NA,NA,iid,96,NRG,PT,TRUE
2020-12-15,95.98,97.79680791986543,-1.8168079198654254,NA,NA,iid,96,NRG,PT,TRUE
2021-01-15,97.9,98.64894904167761,-0.748949041677605,NA,NA,iid,96,NRG,PT,TRUE
2021-02-15,98.03,100.28043711723956,-2.2504371172395565,NA,NA,iid,96,NRG,PT,TRUE
2021-03-15,100,102.32148265368477,-2.321482653684768,NA,NA,iid,96,NRG,PT,TRUE
2021-04-15,100.24,102.53344232405084,-2.2934423240508437,NA,NA,iid,96,NRG,PT,TRUE
2021-05-15,101.22,103.22964111798147,-2.0096411179814737,NA,NA,iid,96,NRG,PT,TRUE
2021-06-15,102.41,104.27398918098673,-1.863989180986735,NA,NA,iid,96,NRG,PT,TRUE
2021-07-15,103.94,106.19148319780697,-2.2514831978069765,NA,NA,iid,96,NRG,PT,TRUE
2021-08-15,104.49,106.17429257578823,-1.684292575788234,NA,NA,iid,96,NRG,PT,TRUE
2021-09-15,105.11,107.3186164095083,-2.208616409508295,NA,NA,iid,96,NRG,PT,TRUE
2021-10-15,107.74,110.34911541949299,-2.609115419492994,NA,NA,iid,96,NRG,PT,TRUE
2021-11-15,108.88,111.30397733746513,-2.423977337465132,NA,NA,iid,96,NRG,PT,TRUE
2021-12-15,107.56,110.4437343442083,-2.8837343442082926,NA,NA,iid,96,NRG,PT,TRUE
2022-01-15,110.59,114.310569439506,-3.7205694395059936,NA,NA,iid,96,NRG,PT,TRUE
2022-02-15,113.6,115.59959149080332,-1.9995914908033257,NA,NA,iid,96,NRG,PT,TRUE
2022-03-15,121.37,121.46108180905311,-0.09108180905310803,NA,NA,iid,96,NRG,PT,TRUE
2022-04-15,129.34,132.4616962762654,-3.1216962762653964,NA,NA,iid,96,NRG,PT,TRUE
2022-05-15,136.36,135.3108071438064,1.0491928561936277,NA,NA,iid,96,NRG,PT,TRUE
2022-06-15,143.07,137.47883895366604,5.591161046333951,8.859,0.9730000000000008,iid,96,NRG,PT,TRUE
2022-07-15,144.58,139.66141937459076,4.918580625409248,8.47,-1.4589999999999996,iid,96,NRG,PT,TRUE
2022-08-15,137.74,135.25622754402755,2.4837724559724563,6.087999999999999,-4.848,iid,96,NRG,PT,TRUE
2022-09-15,136.64,138.6703618820544,-2.0303618820544216,3.417,-9.687,iid,96,NRG,PT,TRUE
2022-10-15,145.72,143.346344737187,2.3736552628130028,12.469,-4.7299999999999995,iid,96,NRG,PT,TRUE
2022-11-15,144.29,142.69819496071554,1.591805039284452,7.395000000000001,-4.906,iid,96,NRG,PT,TRUE
2022-12-15,137.36,136.00561543306725,1.3543845669327652,5.837999999999999,-5.054,iid,96,NRG,PT,TRUE
2014-06-15,102.55,101.64386039183789,0.9061396081621069,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2014-07-15,98.29,97.06026689010872,1.229733109891285,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2014-08-15,96.67,96.77314239592755,-0.10314239592754859,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2014-09-15,101.29,101.64376563155628,-0.3537656315562714,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2014-10-15,102.67,102.10003253194657,0.5699674680534343,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2014-11-15,102.94,102.04186840603174,0.8981315939682588,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2014-12-15,102.31,101.68957276457158,0.6204272354284228,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2015-01-15,96.7,96.69359699549634,0.0064030045036673755,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2015-02-15,95.35,96.72835612817656,-1.3783561281765628,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2015-03-15,101.59,101.25717725576209,0.3328227442379159,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2015-04-15,101.89,101.9610280729507,-0.07102807295069624,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2015-05-15,102,101.87606155738676,0.1239384426132375,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2015-06-15,101.33,101.55077055755808,-0.22077055755808317,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2015-07-15,97.32,96.91788188327499,0.4021181167250063,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2015-08-15,95.81,96.33939575745521,-0.5293957574552053,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2015-09-15,101.33,101.30421331383573,0.025786686164266825,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2015-10-15,102.34,102.02596414046965,0.3140358595303496,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2015-11-15,102.58,101.87309735879205,0.7069026412079467,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2015-12-15,101.75,101.56880252796677,0.181197472033233,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2016-01-15,96.9,96.39284017154856,0.5071598284514494,NA,NA,iid,96,IGD_NNRG,PT,TRUE
2016-02-15,95.51,96.368440204045,-0.8584402040449959,NA,NA,iid,96,IGD_NNRG,PT,TRUE
